_id,No,Date,Crossroads,Road,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,Total_Vol,Lat.,Lon.,Temperature,Rainfall,Holiday
700,700,2023-02-21,เกียกกาย,ทหาร,1101,261.0,19,0,20,14,3516,1222.0,65,3,119,66,1528.0,380,18,0,20,7,8359.0,13.79722809,100.5214466,31.466011675488012,21.027186355979776,0
701,701,2023-02-21,เกียกกาย,ประชาราษฎร์สาย 1,3514,370.0,35,0,13,5,4887,1137.0,172,0,165,15,682.0,162,37,0,17,10,11221.0,13.79722809,100.5214466,31.17217542074549,44.216865394821504,0
702,702,2023-02-22,เทเวศร์,สามเสน,1464,360.0,101,0,10,109,4466,1221.0,427,1,34,397,1043.0,174,83,0,5,72,9967.0,13.76960958,100.5037136,30.901017029647534,2.716853338677061,0
703,703,2023-02-22,เทเวศร์,กรุงเกษม,443,132.0,30,1,8,31,1882,713.0,107,0,81,184,269.0,94,12,0,6,28,4021.0,13.76960958,100.5037136,31.889642432683523,11.631381876105534,0
704,704,2023-02-23,บางขุนพรหม,สามเสน,1327,156.0,39,0,19,57,4723,927.0,194,1,72,289,1281.0,182,40,0,2,56,9365.0,13.76690259,100.5011025,31.15173705525126,41.14573231821251,0
705,705,2023-02-23,บางขุนพรหม,วิสุทธิกษัตริย์,653,216.0,44,0,6,65,1998,884.0,149,0,20,264,588.0,174,30,1,1,50,5143.0,13.76690259,100.5011025,26.719820957086164,31.641673862459296,0
706,706,2023-02-24,บางลำพู,สามเสน,1200,425.0,48,1,7,98,5263,1705.0,212,0,41,535,1177.0,240,54,0,5,136,11147.0,13.76218841,100.4982647,33.72057818294563,5.5168701631636115,0
707,707,2023-02-24,บางลำพู,พระสุเมรุ,965,216.0,168,1,3,127,5148,1265.0,589,0,29,654,1016.0,314,108,0,2,129,10734.0,13.76218841,100.4982647,31.786967327491112,39.12107060941491,0
708,708,2023-02-27,ปากซอยราษฎร์บูรณะ 41,ราษฎร์บูรณะ,2029,816.0,47,10,91,63,7215,4426.0,169,30,768,296,1655.0,670,40,10,94,51,18480.0,13.66879399,100.5194126,28.070635300344513,26.520499297640626,0
709,709,2023-02-27,วัดสน,สุขสวัสดิ์ 35,102,40.0,0,0,1,0,368,269.0,0,0,8,5,93.0,62,0,0,0,1,949.0,13.66855365,100.5136236,34.41430866563594,14.16799424882535,0
710,710,2023-02-27,วัดสน,สุขสวัสดิ์,6694,2459.0,345,91,367,22,22903,11944.0,1472,287,3241,97,6573.0,2942,388,61,515,8,60409.0,13.66855365,100.5136236,29.132177525981433,39.84909436043425,0
711,711,2023-02-28,หน้าวิทยาลัยเทคนิคกาญจนาภิเษกมหานคร,คุ้มเกล้า,1773,989.0,0,0,60,0,4263,3271.0,1,0,508,0,1460.0,929,0,0,51,0,13305.0,13.80812672,100.7831833,34.00294628076815,21.89097355879647,0
712,712,2023-02-28,สุวินทวงศ์ - คุ้มเกล้า,คุ้มเกล้า,814,490.0,0,0,60,0,2161,1794.0,7,0,456,0,487.0,426,6,0,59,0,6760.0,13.81217722,100.7825731,29.13447465558129,1.7192756069849158,0
713,713,2023-02-28,สุวินทวงศ์ - คุ้มเกล้า,สุวินทวงศ์,6798,3785.0,49,5,425,6,17739,11761.0,119,30,2738,16,6244.0,3863,132,4,489,2,54205.0,13.81217722,100.7825731,34.48976730110346,2.316554700316914,0
714,714,2023-05-01,ใต้ด่วนดินแดง,ดินแดงตัดใหม่,6,1.0,1,0,4,0,27,20.0,0,0,11,11,10.0,13,0,0,1,2,107.0,13.764166,100.547958,25.09329470504794,42.1737440532029,0
715,715,2023-05-01,ใต้ด่วนดินแดง,วิภาวดีรังสิต,4286,1172.0,66,4,82,15,18509,5059.0,292,31,454,81,4980.0,1018,65,17,40,32,36203.0,13.764166,100.547958,33.05336874405239,25.963230740413216,0
716,716,2023-05-01,ใต้ด่วนดินแดง,ดินแดง,6530,1704.0,210,34,82,55,28645,8155.0,893,145,604,315,7665.0,2066,231,50,76,76,57536.0,13.764166,100.547958,31.242980390329222,44.16073420980384,0
717,717,2023-05-02,อนุสาวรีย์ประชาธิปไตย,ดินสอ,2091,427.0,80,45,7,81,6809,2108.0,289,145,79,654,1589.0,412,35,28,15,149,15043.0,13.756786,100.501825,34.69770528167595,19.62364872222095,0
718,718,2023-05-02,อนุสาวรีย์ประชาธิปไตย,ราชดำเนิน,10431,2594.0,529,44,90,370,42272,14319.0,2443,84,1284,1864,11413.0,3095,505,22,117,511,91987.0,13.756786,100.501825,25.63281530325974,11.73825557744712,0
719,719,2023-05-03,ปทุมวัน,พญาไท,4664,812.0,199,2,33,119,20385,4363.0,814,15,162,1036,4088.0,977,188,4,24,274,38159.0,13.746339,100.530738,33.4289566281884,21.307072884284494,0
720,720,2023-05-03,ปทุมวัน,พระรามที่ 1,3050,727.0,180,0,22,65,11800,3291.0,671,0,124,614,2634.0,704,170,0,10,232,24294.0,13.746339,100.530738,25.279452050845585,11.226344974446246,0
721,721,2023-05-08,วุฒากาศ,วุฒากาศ,1145,272.0,11,0,7,135,3213,1066.0,50,0,46,415,616.0,173,12,0,5,79,7245.0,13.719522,100.472521,33.88933120421543,13.234983127478085,0
722,722,2023-05-08,วุฒากาศ,ซอยมะลิ,13,8.0,0,0,0,1,53,11.0,0,0,0,4,6.0,3,0,0,0,0,99.0,13.719522,100.472521,30.610424275223505,40.03999056967187,0
723,723,2023-05-08,วุฒากาศ,เทอดไท,786,274.0,32,2,14,202,3068,1177.0,108,13,77,636,809.0,293,15,2,6,133,7647.0,13.719522,100.472521,33.447689877592424,45.360217021789104,0
724,724,2023-05-09,พุทธมณฑลสาย 3,พุทธมณฑลสาย 3,1024,550.0,5,0,113,3,4721,2718.0,43,0,686,22,1111.0,588,13,0,51,5,11653.0,13.707395,100.36402,27.101564870683482,41.17704033852397,0
725,725,2023-05-09,พุทธมณฑลสาย 3,เพชรเกษม,5714,2612.0,204,4,566,25,18771,12338.0,759,12,2643,84,5007.0,2618,209,1,452,20,52039.0,13.707395,100.36402,31.902272769445368,13.643174248179019,0
726,726,2023-05-10,นวมินทร์ - ศรีบูรพา,นวมินทร์ ,3001,1052.0,138,14,37,26,12795,4778.0,657,68,413,66,4060.0,1149,145,25,34,11,28469.0,13.784114,100.647524,26.650612059546532,31.156155817797266,0
727,727,2023-05-10,นวมินทร์ - ศรีบูรพา,นวมินทร์ 51,96,27.0,0,0,2,1,379,177.0,0,0,5,2,73.0,22,0,0,2,1,787.0,13.784114,100.647524,26.378061361999823,8.115768718150823,0
728,728,2023-05-10,นวมินทร์ - ศรีบูรพา,ศรีบูรพา,792,231.0,49,3,5,2,3018,1145.0,185,14,77,17,1001.0,329,36,5,13,3,6925.0,13.784114,100.647524,27.59555587154687,2.716810852128032,0
729,729,2023-05-11,ตากสิน,สมเด็จพระเจ้าตากสิน,3571,1107.0,141,25,51,214,16964,6738.0,651,140,578,813,5307.0,1882,203,33,83,194,38695.0,13.721194,100.49138,33.86569950057611,35.27010394213414,0
730,730,2023-05-11,ตากสิน,ราชพฤกษ์,7267,1439.0,9,0,74,8,19053,5291.0,48,3,592,42,4195.0,1057,8,0,95,11,39192.0,13.721194,100.49138,29.47444529890878,22.329398750314745,0
731,731,2023-05-11,ตากสิน,กรุงธนบุรี,4137,1268.0,55,0,85,76,16396,7341.0,234,3,769,187,4679.0,1590,65,0,94,39,37018.0,13.721194,100.49138,27.016929413794905,10.599180560494725,0
732,732,2023-05-12,ตึกชัย,พระรามที่ 6,5854,978.0,124,8,16,59,18427,3993.0,450,14,143,226,4359.0,1003,107,2,18,53,35834.0,13.769192,100.528776,33.71175514786871,24.65528103964325,0
733,733,2023-05-12,ตึกชัย,ราชวิถี,3124,787.0,175,19,17,29,13724,4316.0,612,41,178,138,3525.0,830,188,8,15,14,27740.0,13.769192,100.528776,29.880631610781784,27.531225563311317,0
734,734,2023-05-15,รามคำแหง - ร่มเกล้า,ร่มเกล้า,3109,1508.0,97,3,365,4,11739,6039.0,333,7,2304,21,2962.0,1389,81,3,206,3,30173.0,13.812364,100.736805,25.068301132067056,33.98686398816437,0
735,735,2023-05-15,รามคำแหง - ร่มเกล้า,รามคำแหง,5570,3014.0,97,6,220,7,16975,12593.0,470,17,1973,35,4402.0,2189,155,4,262,3,47992.0,13.812364,100.736805,28.033083773524936,9.009702258417907,0
736,736,2023-05-16,ลาซาล,สุขุมวิท,5549,1871.0,216,1,243,24,17466,7401.0,818,13,2069,49,3925.0,1831,266,4,213,7,41966.0,13.662236,100.602276,33.01769143657208,29.488377591594205,0
737,737,2023-05-16,ลาซาล,สุขุมวิท 105,190,75.0,0,0,1,1,836,428.0,1,0,6,0,206.0,77,2,0,0,1,1824.0,13.662236,100.602276,27.1911271697045,36.65018601662645,0
738,738,2023-05-18,สุรศักดิ์,มเหสักข์,1010,190.0,3,1,10,9,3838,1468.0,16,2,68,36,552.0,129,4,0,4,11,7351.0,13.723195,100.519223,28.12148354129869,30.817382887585858,0
739,739,2023-05-18,สุรศักดิ์,สีลม,3242,588.0,124,17,12,44,14488,3246.0,513,46,100,215,2859.0,501,114,13,20,46,26188.0,13.723195,100.519223,27.082313342744158,30.720595416591163,0
740,740,2023-05-19,ประชาเกษม,ประชาธิปไตย,2488,630.0,83,30,9,51,8597,2560.0,303,74,123,361,1328.0,328,28,13,10,34,17050.0,13.76632,100.506625,26.799152521348084,25.764016700950382,0
741,741,2023-05-19,ประชาเกษม,นครราชสีมา,377,109.0,24,22,1,7,1344,327.0,89,39,11,38,757.0,139,25,13,4,7,3333.0,13.76632,100.506625,29.2787238402436,46.055626861615664,0
742,742,2023-05-19,ประชาเกษม,กรุงเกษม,977,219.0,33,0,5,36,2737,805.0,101,0,39,103,604.0,204,21,0,3,26,5913.0,13.76632,100.506625,27.8816763056656,4.187602226791576,0
743,743,2023-05-22,สะพานควาย,พหลโยธิน,4377,829.0,289,8,13,60,13269,3596.0,1140,35,105,263,3485.0,768,240,14,16,52,28559.0,13.789771,100.548281,27.254009748550647,27.210829818982308,0
744,744,2023-05-22,สะพานควาย,ประดิพัทธ์,1092,313.0,44,1,11,36,3656,1247.0,193,4,97,150,1063.0,256,43,2,11,19,8238.0,13.789771,100.548281,32.88833876168118,41.28182182323853,0
745,745,2023-05-22,สะพานควาย,สุทธิสาร,1016,179.0,15,10,7,50,3387,977.0,73,44,117,139,863.0,141,19,8,10,35,7090.0,13.789771,100.548281,32.02662255443251,1.045788108665241,0
746,746,2023-05-23,ราชวัตร,พระรามที่ 5,2386,398.0,34,1,21,72,5505,1875.0,105,4,99,189,1370.0,430,20,0,13,28,12550.0,13.779516,100.522359,31.007599748936734,44.03516394532012,0
747,747,2023-05-23,ราชวัตร,นครไชยศรี,1029,249.0,15,8,6,38,3541,1132.0,59,35,59,160,930.0,216,13,14,7,28,7539.0,13.779516,100.522359,28.504068130727788,28.189973942883174,0
748,748,2023-05-24,สุวินทวงศ์ - ราษฎร์อุทิศ,ราษฎร์อุทิศ,2035,957.0,7,0,10,1,3426,2151.0,14,0,130,11,864.0,743,7,1,33,1,10391.0,13.815426,100.75154,29.60558577851725,17.280363596219715,0
749,749,2023-05-24,สุวินทวงศ์ - ราษฎร์อุทิศ,สุวินทวงศ์ ,4352,1726.0,32,7,350,4,10363,6750.0,116,23,2107,26,3885.0,1784,38,6,300,6,31875.0,13.815426,100.75154,34.702586520857764,34.18777410782726,0
750,750,2023-05-24,ปากซอยเลียบวารี 59,เลียบวารี,2679,1878.0,23,1,77,0,6915,5941.0,90,9,862,6,1659.0,1297,28,4,56,0,21525.0,13.852838,100.819078,34.69638418595464,4.765471423873036,0
751,751,2023-05-25,บรมราชชนนี,จรัญสนิทวงศ์,8382,1695.0,196,5,70,93,21548,5359.0,558,16,304,280,5524.0,1267,105,0,30,107,45539.0,13.773394,100.481885,25.681762629150676,43.71795668514706,0
752,752,2023-05-25,บรมราชชนนี,บรมราชชนนี,4788,1095.0,159,28,23,54,19495,5265.0,628,71,308,184,5704.0,1263,173,15,24,60,39337.0,13.773394,100.481885,33.372021310673986,38.51084349393961,0
753,753,2023-05-25,บรมราชชนนี,สมเด็จพระปิ่นเกล้า,4505,780.0,135,1,24,35,18715,3565.0,496,8,289,174,7078.0,1190,146,3,49,45,37238.0,13.773394,100.481885,28.427186577728342,22.769232078387496,0
754,754,2023-05-29,ราชประสงค์,ราชดำริ,3116,640.0,99,17,5,62,11735,2652.0,448,99,78,630,2514.0,538,125,22,6,164,22950.0,13.744551,100.54025,29.709574661758182,30.003942529091443,0
755,755,2023-05-29,ราชประสงค์,พระรามที่ 1,635,178.0,27,0,1,11,3602,1057.0,161,0,7,80,600.0,210,30,0,1,8,6608.0,13.744551,100.54025,31.15279650600238,8.47688537547847,0
756,756,2023-05-29,ราชประสงค์,เพลินจิต,3426,459.0,18,2,5,35,15224,2618.0,172,6,32,263,3643.0,641,61,2,5,64,26676.0,13.744551,100.54025,31.729958888102534,37.210267225787575,0
757,757,2023-05-30,ทางเข้าออกเซ็นทรัลเวิลดิ์,ราชดำริ,229,114.0,0,0,2,17,1243,463.0,3,0,5,72,120.0,50,3,0,1,40,2362.0,13.748029,100.540729,25.20550787855366,7.6813769764484725,0
758,758,2023-05-30,ทางเข้าออกเซ็นทรัลเวิลดิ์,ทางเข้าออกเซ็นทรัลเวิลดิ์,223,106.0,0,0,1,9,2519,861.0,3,1,32,172,789.0,104,4,0,10,15,4849.0,13.748029,100.540729,29.093976224354982,8.783909552803804,0
759,759,2023-05-30,ทางออกบิ๊กซี,ทางออกบิ๊กซี,5,7.0,0,0,0,0,1049,540.0,0,0,1,138,266.0,113,0,0,0,31,2150.0,13.747552,100.540716,27.145795900262428,6.159800405752352,0
760,760,2023-05-30,ทางเข้าบิ๊กซี และรร.อโนมา,ราชดำริ,110,45.0,1,0,1,3,590,412.0,9,0,4,30,45.0,35,14,0,1,2,1302.0,13.746837,100.540659,33.83334566225049,1.9109835289612132,0
761,761,2023-05-30,ทางเข้าบิ๊กซี และรร.อโนมา,ทางเข้าบิ๊กซี และรร.อโนมา,4,0.0,1,0,0,0,103,68.0,11,0,0,4,7.0,5,12,0,1,0,216.0,13.746837,100.540659,27.23954794436,21.886983483985713,0
762,762,2023-05-30,ทางเข้าออกเกษรทาวเวอร์,ราชดำริ,119,45.0,0,0,0,0,490,293.0,0,0,1,2,47.0,19,0,0,0,2,1018.0,13.746351,100.540521,25.064727262351926,0.388949481840245,0
763,763,2023-05-30,ทางเข้าออกเกษรทาวเวอร์,ทางเข้าออกเกษรทาวเวอร์,247,68.0,0,0,0,5,724,348.0,0,0,5,24,296.0,57,0,0,0,13,1787.0,13.746351,100.540521,31.503485258662526,47.12329015978781,0
764,764,2023-05-31,ประตูน้ำ,ราชดำริ,2642,610.0,80,14,12,92,12502,3234.0,466,64,99,679,3446.0,1034,134,15,23,160,25306.0,13.750043,100.541062,27.331232604230582,26.643680141911126,0
765,765,2023-05-31,ประตูน้ำ,ราชปรารภ,1141,288.0,83,19,11,34,706,226.0,436,69,30,264,104.0,42,99,14,4,65,3635.0,13.750043,100.541062,25.6520908305258,12.681215696358928,0
766,766,2023-05-31,ประตูน้ำ,เพชรบุรี,5187,1318.0,164,2,42,139,18306,5518.0,908,13,276,1377,4536.0,1072,205,5,20,442,39530.0,13.750043,100.541062,29.525129627912754,27.574660415037687,0
